[11.20.22|16,23,16] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,17] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,18] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,19] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,21] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,22] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,23] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,24] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,26] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,27] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,28] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,30] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,31] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,32] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,33] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,35] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,36] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,37] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,38] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,40] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,41] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,42] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,43] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,45] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,46] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,47] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,48] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,50] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,51] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,52] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,53] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,55] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,56] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,57] 	mean_loss, 1.0986127853393555
[11.20.22|16,23,59] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,00] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,01] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,02] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,04] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,05] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,06] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,07] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,09] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,10] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,11] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,12] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,14] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,15] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,16] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,17] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,19] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,20] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,21] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,22] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,24] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,25] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,26] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,28] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,29] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,30] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,31] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,33] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,34] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,35] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,36] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,38] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,39] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,40] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,41] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,43] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,44] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,45] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,47] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,48] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,49] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,50] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,52] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,53] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,54] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,55] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,57] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,58] 	mean_loss, 1.0986127853393555
[11.20.22|16,24,59] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,01] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,02] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,03] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,04] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,06] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,07] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,08] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,10] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,11] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,12] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,13] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,15] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,16] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,17] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,18] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,20] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,21] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,22] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,23] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,25] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,26] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,27] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,29] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,30] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,31] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,32] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,34] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,35] 	mean_loss, 1.0986127853393555
